1	00:00:00
2	00:00:32
3	00:00:41
4	00:01:05
5	00:01:36
6	00:02:18
7	00:02:48
8	00:03:02
9	00:03:47
10	00:03:59
11	00:04:15
12	00:04:46
13	00:05:45
14	00:05:52
15	00:06:03
16	00:06:29
17	00:06:45
18	00:07:02
19	00:07:10
20	00:07:22
21	00:07:31
22	00:07:39
23	00:07:51
24	00:08:00
25	00:08:41
26	00:08:49
27	00:08:57
28	00:09:03
29	00:09:21
30	00:09:45
31	00:09:53
32	00:10:01
33	00:10:15
34	00:10:23
35	00:10:38
36	00:11:18
37	00:11:27
38	00:12:18
39	00:12:39
40	00:12:46
41	00:12:54
42	00:13:16
43	00:13:24
44	00:13:48
45	00:13:53
46	00:13:58
47	00:14:02
48	00:14:07
49	00:14:12
50	00:14:17
51	00:14:22
52	00:14:26
53	00:14:31
54	00:14:36
55	00:14:41
56	00:14:46
57	00:14:50
58	00:14:55
59	00:15:00
60	00:15:05
61	00:15:10
62	00:15:14
63	00:15:19
64	00:15:24
65	00:15:29
66	00:15:34
67	00:15:38
68	00:15:43
69	00:15:49
70	00:15:59
71	00:17:19
72	00:18:23
73	00:18:34
74	00:18:49
75	00:18:58
76	00:21:02
77	00:21:15
78	00:24:03
79	00:24:18
80	00:24:27
81	00:24:34
82	00:26:30
83	00:26:42
84	00:27:59
85	00:28:09
86	00:28:17
87	00:28:26
88	00:28:35
89	00:30:11
90	00:30:20
91	00:30:29
92	00:30:38
93	00:31:37
94	00:31:47
95	00:31:57
96	00:32:06
97	00:34:03
98	00:34:16
99	00:34:26
100	00:34:36
101	00:34:45
102	00:34:55
103	00:35:05
-1	00:36:12
