Time, PoorSignal, Attention, Meditation
13:38:59, 0, 51, 24
13:39:00, 0, 40, 37
13:39:01, 0, 27, 44
13:39:02, 0, 40, 40
13:39:03, 0, 54, 37
13:39:04, 0, 51, 27
13:39:05, 0, 64, 17
13:39:06, 0, 53, 27
13:39:07, 0, 54, 34
13:39:08, 0, 47, 34
13:39:09, 0, 37, 35
13:39:10, 0, 35, 40
13:39:11, 0, 26, 48
13:39:12, 0, 29, 61
13:39:13, 0, 35, 67
13:39:14, 0, 34, 74
13:39:15, 0, 23, 77
13:39:16, 0, 14, 69
13:39:17, 0, 8, 64
13:39:18, 0, 17, 61
13:39:19, 0, 30, 51
13:39:20, 0, 38, 37
13:39:21, 0, 48, 44
13:39:22, 0, 37, 34
13:39:23, 0, 34, 26
13:39:24, 0, 30, 21
13:39:25, 0, 27, 10
13:39:26, 0, 38, 20
13:39:27, 0, 38, 24
13:39:28, 0, 60, 43
13:39:29, 0, 77, 54
13:39:30, 0, 81, 48
13:39:31, 0, 87, 44
13:39:32, 0, 74, 41
13:39:33, 0, 47, 27
13:39:34, 0, 51, 23
13:39:35, 0, 56, 29
13:39:36, 0, 57, 26
13:39:37, 0, 69, 30
13:39:38, 0, 54, 44
13:39:39, 0, 37, 41
13:39:40, 0, 43, 44
13:39:41, 0, 37, 51
13:39:42, 0, 40, 53
13:39:43, 0, 53, 64
13:39:44, 0, 41, 64
13:39:45, 0, 41, 60
13:39:46, 0, 44, 47
13:39:47, 0, 47, 29
13:39:48, 0, 57, 34
13:39:49, 0, 75, 30
13:39:50, 0, 69, 44
13:39:51, 0, 67, 48
13:39:52, 0, 53, 44
13:39:53, 0, 44, 41
13:39:54, 0, 37, 34
13:39:55, 0, 41, 41
13:39:56, 0, 50, 43
13:39:57, 0, 50, 47
13:39:58, 0, 54, 48
13:39:59, 0, 41, 50
13:40:00, 0, 41, 44
13:40:01, 0, 40, 35
13:40:02, 0, 44, 34
13:40:03, 0, 53, 40
13:40:04, 0, 57, 34
13:40:05, 0, 57, 43
13:40:06, 0, 44, 41
13:40:07, 0, 41, 29
13:40:08, 0, 40, 37
13:40:09, 0, 38, 35
13:40:10, 0, 48, 34
13:40:11, 0, 47, 27
13:40:12, 0, 35, 35
13:40:13, 0, 44, 27
13:40:14, 0, 37, 21
13:40:15, 0, 30, 26
13:40:16, 0, 40, 23
13:40:17, 0, 40, 26
