1395710413.25	257420	116485	11836	31105	49299	26413	5245	11072
1395710414.25	257420	116485	11836	31105	49299	26413	5245	11072
1395710415.25	257420	116485	11836	31105	49299	26413	5245	11072
1395710416.25	257420	116485	11836	31105	49299	26413	5245	11072
1395710417.26	257420	116485	11836	31105	49299	26413	5245	11072
1395710418.26	257420	116485	11836	31105	49299	26413	5245	11072
1395710419.26	257420	116485	11836	31105	49299	26413	5245	11072
1395710420.26	257420	116485	11836	31105	49299	26413	5245	11072
1395710421.27	257420	116485	11836	31105	49299	26413	5245	11072
1395710422.27	257420	116485	11836	31105	49299	26413	5245	11072
1395710423.27	257420	116485	11836	31105	49299	26413	5245	11072
1395710424.27	257420	116485	11836	31105	49299	26413	5245	11072
1395710425.28	257420	116485	11836	31105	49299	26413	5245	11072
1395710426.28	257420	116485	11836	31105	49299	26413	5245	11072
1395710427.28	257420	116485	11836	31105	49299	26413	5245	11072
