00:00:00	0.07659	0.0052	0.00746	0.00495	0.01393	0.01575	0.01659	0.00519
00:00:01	0.31562	0.04972	0.11319	0.02217	0.03911	0.13515	0.05859	0.0191
00:00:02	0.26475	0.04431	0.02969	0.06108	0.04882	0.13695	0.03481	0.01969
00:00:03	0.00864	0.02059	0.01433	0.01034	0.02478	0.04598	0.03118	0.00878
00:00:04	0.01257	0.00315	0.00991	0.00827	0.01666	0.05573	0.04832	0.0166
00:00:05	0.08327	0.02362	0.02621	0.0118	0.02637	0.06743	0.04729	0.02621
00:00:06	0.02863	0.00497	0.00756	0.01277	0.00863	0.07058	0.04859	0.01526
00:00:07	0.18071	0.07885	0.02394	0.08373	0.05022	0.16168	0.07934	0.07052
00:00:08	0.19805	0.00836	0.00877	0.00505	0.0055	0.00419	0.00418	0.00188
00:00:09	0.16047	0.04135	0.03787	0.03897	0.09041	0.11333	0.04305	0.01858
00:00:10	0.01484	0.00474	0.01461	0.02013	0.01362	0.04129	0.06324	0.04191
00:00:11	0.00914	0.01268	0.00689	0.01932	0.02177	0.04836	0.04095	0.0159
00:00:12	0.02761	0.10857	0.03145	0.04537	0.06228	0.10181	0.07559	0.03476
00:00:14	0.27748	0.07382	0.06605	0.07917	0.06405	0.04175	0.09372	0.02656
00:00:15	0.30271	0.02247	0.0164	0.01392	0.00668	0.01358	0.00717	0.0031
00:00:16	0.49945	0.08101	0.09204	0.06972	0.05146	0.14253	0.05404	0.03862
00:00:17	0.05533	0.02206	0.0131	0.01285	0.01216	0.01648	0.00544	0.00361
00:00:18	0.07901	0.02198	0.01722	0.03642	0.01424	0.07527	0.04505	0.01962
00:00:19	0.26235	0.13327	0.04723	0.0635	0.0828	0.05355	0.02741	0.01338
00:00:20	0.22809	0.03055	0.09723	0.04523	0.07133	0.08709	0.08125	0.01447
00:00:21	0.1561	0.01758	0.0106	0.00916	0.01178	0.01129	0.00557	0.00521
00:00:22	0.02792	0.03111	0.00726	0.00933	0.02247	0.029	0.01338	0.0121
00:00:23	0.07422	0.03718	0.04227	0.01723	0.02301	0.06408	0.02979	0.01521
00:00:24	0.48539	0.12893	0.2175	0.22136	0.11674	0.20097	0.07894	0.09178
