1395712813.89	257420	116485	11836	31105	49299	26413	5245	11072
1395712814.89	257420	116485	11836	31105	49299	26413	5245	11072
1395712815.9	257420	116485	11836	31105	49299	26413	5245	11072
1395712816.9	257420	116485	11836	31105	49299	26413	5245	11072
1395712817.91	257420	116485	11836	31105	49299	26413	5245	11072
1395712818.91	257420	116485	11836	31105	49299	26413	5245	11072
1395712819.92	257420	116485	11836	31105	49299	26413	5245	11072
1395712820.93	257420	116485	11836	31105	49299	26413	5245	11072
1395712821.93	257420	116485	11836	31105	49299	26413	5245	11072
1395712822.93	257420	116485	11836	31105	49299	26413	5245	11072
1395712823.94	257420	116485	11836	31105	49299	26413	5245	11072
1395712824.94	257420	116485	11836	31105	49299	26413	5245	11072
1395712825.95	257420	116485	11836	31105	49299	26413	5245	11072
1395712826.95	257420	116485	11836	31105	49299	26413	5245	11072
1395712827.95	257420	116485	11836	31105	49299	26413	5245	11072
1395712828.96	257420	116485	11836	31105	49299	26413	5245	11072
1395712829.96	257420	116485	11836	31105	49299	26413	5245	11072
1395712830.96	257420	116485	11836	31105	49299	26413	5245	11072
1395712831.96	257420	116485	11836	31105	49299	26413	5245	11072
1395712832.97	257420	116485	11836	31105	49299	26413	5245	11072
1395712833.97	257420	116485	11836	31105	49299	26413	5245	11072
1395712834.97	257420	116485	11836	31105	49299	26413	5245	11072
1395712836.0	257420	116485	11836	31105	49299	26413	5245	11072
1395712837.0	257420	116485	11836	31105	49299	26413	5245	11072
1395712838.01	257420	116485	11836	31105	49299	26413	5245	11072
1395712839.01	257420	116485	11836	31105	49299	26413	5245	11072
1395712840.02	257420	116485	11836	31105	49299	26413	5245	11072
