1395712658.47	257420	116485	11836	31105	49299	26413	5245	11072
1395712659.47	257420	116485	11836	31105	49299	26413	5245	11072
1395712660.49	257420	116485	11836	31105	49299	26413	5245	11072
1395712661.49	257420	116485	11836	31105	49299	26413	5245	11072
1395712662.49	257420	116485	11836	31105	49299	26413	5245	11072
1395712663.5	257420	116485	11836	31105	49299	26413	5245	11072
1395712664.5	257420	116485	11836	31105	49299	26413	5245	11072
1395712665.5	257420	116485	11836	31105	49299	26413	5245	11072
1395712666.5	257420	116485	11836	31105	49299	26413	5245	11072
1395712667.5	257420	116485	11836	31105	49299	26413	5245	11072
1395712668.51	257420	116485	11836	31105	49299	26413	5245	11072
1395712669.51	257420	116485	11836	31105	49299	26413	5245	11072
1395712670.51	257420	116485	11836	31105	49299	26413	5245	11072
1395712671.51	257420	116485	11836	31105	49299	26413	5245	11072
1395712672.51	257420	116485	11836	31105	49299	26413	5245	11072
1395712673.52	257420	116485	11836	31105	49299	26413	5245	11072
1395712674.52	257420	116485	11836	31105	49299	26413	5245	11072
1395712675.52	257420	116485	11836	31105	49299	26413	5245	11072
1395712676.52	257420	116485	11836	31105	49299	26413	5245	11072
1395712677.53	257420	116485	11836	31105	49299	26413	5245	11072
1395712678.53	257420	116485	11836	31105	49299	26413	5245	11072
1395712679.53	257420	116485	11836	31105	49299	26413	5245	11072
1395712680.53	257420	116485	11836	31105	49299	26413	5245	11072
1395712681.54	257420	116485	11836	31105	49299	26413	5245	11072
