1395712180.33	38	67	0
1395712181.33	38	67	0
1395712182.34	38	67	0
1395712183.34	38	67	0
1395712184.34	38	67	0
1395712185.34	38	67	0
1395712186.35	38	67	0
1395712187.35	38	67	0
1395712188.35	38	67	0
1395712189.35	38	67	0
1395712190.35	38	67	0
1395712191.35	38	67	0
1395712192.36	38	67	0
1395712193.36	38	67	0
1395712194.36	38	67	0
1395712195.36	38	67	0
1395712196.37	38	67	0
1395712197.37	38	67	0
1395712198.37	38	67	0
1395712199.37	38	67	0
1395712200.37	38	67	0
1395712201.38	38	67	0
1395712202.38	38	67	0
