1	00:00:00
2	00:00:29
3	00:00:38
4	00:01:03
5	00:01:34
6	00:02:16
7	00:02:46
8	00:02:59
9	00:03:45
10	00:03:57
11	00:04:12
12	00:04:44
13	00:05:42
14	00:05:49
15	00:06:01
16	00:06:26
17	00:06:42
18	00:07:00
19	00:07:08
20	00:07:19
21	00:07:28
22	00:07:36
23	00:07:49
24	00:07:58
25	00:08:39
26	00:08:46
27	00:08:54
28	00:09:03
29	00:09:21
30	00:09:46
31	00:09:54
32	00:10:02
33	00:10:15
34	00:10:23
35	00:10:39
36	00:11:19
37	00:11:27
38	00:12:18
39	00:12:39
40	00:12:47
41	00:12:55
42	00:13:16
43	00:13:24
44	00:13:48
45	00:13:53
46	00:13:58
47	00:14:02
48	00:14:07
49	00:14:12
50	00:14:17
51	00:14:21
52	00:14:26
53	00:14:31
54	00:14:36
55	00:14:40
56	00:14:45
57	00:14:50
58	00:14:55
59	00:14:59
60	00:15:04
61	00:15:09
62	00:15:14
63	00:15:19
64	00:15:23
65	00:15:28
66	00:15:33
67	00:15:37
68	00:15:42
69	00:15:48
70	00:15:58
71	00:17:18
72	00:18:22
73	00:18:33
74	00:18:43
75	00:18:52
76	00:20:57
77	00:21:09
78	00:23:58
79	00:24:12
80	00:24:21
81	00:24:28
82	00:26:24
83	00:26:36
84	00:27:53
85	00:28:03
86	00:28:11
87	00:28:20
88	00:28:29
89	00:30:05
90	00:30:14
91	00:30:23
92	00:30:32
93	00:31:30
94	00:31:41
95	00:31:50
96	00:31:59
97	00:33:56
98	00:34:09
99	00:34:19
100	00:34:29
101	00:34:38
102	00:34:47
103	00:34:57
-1	00:36:04
