1395729400.12	257420	116485	11836	31105	49299	26413	5245	11072
1395729401.12	257420	116485	11836	31105	49299	26413	5245	11072
1395729402.13	257420	116485	11836	31105	49299	26413	5245	11072
1395729403.13	257420	116485	11836	31105	49299	26413	5245	11072
1395729404.13	257420	116485	11836	31105	49299	26413	5245	11072
1395729405.13	257420	116485	11836	31105	49299	26413	5245	11072
1395729406.14	257420	116485	11836	31105	49299	26413	5245	11072
1395729407.14	257420	116485	11836	31105	49299	26413	5245	11072
1395729408.14	257420	116485	11836	31105	49299	26413	5245	11072
1395729409.14	257420	116485	11836	31105	49299	26413	5245	11072
1395729410.14	257420	116485	11836	31105	49299	26413	5245	11072
1395729411.15	257420	116485	11836	31105	49299	26413	5245	11072
1395729412.15	257420	116485	11836	31105	49299	26413	5245	11072
1395729413.15	257420	116485	11836	31105	49299	26413	5245	11072
1395729414.15	257420	116485	11836	31105	49299	26413	5245	11072
1395729415.16	257420	116485	11836	31105	49299	26413	5245	11072
1395729416.16	257420	116485	11836	31105	49299	26413	5245	11072
1395729417.16	257420	116485	11836	31105	49299	26413	5245	11072
1395729418.16	257420	116485	11836	31105	49299	26413	5245	11072
1395729419.17	257420	116485	11836	31105	49299	26413	5245	11072
1395729420.17	257420	116485	11836	31105	49299	26413	5245	11072
1395729421.17	257420	116485	11836	31105	49299	26413	5245	11072
1395729422.17	257420	116485	11836	31105	49299	26413	5245	11072
1395729423.18	257420	116485	11836	31105	49299	26413	5245	11072
1395729424.18	257420	116485	11836	31105	49299	26413	5245	11072
1395729425.18	257420	116485	11836	31105	49299	26413	5245	11072
1395729426.18	257420	116485	11836	31105	49299	26413	5245	11072
1395729427.18	257420	116485	11836	31105	49299	26413	5245	11072
1395729428.19	257420	116485	11836	31105	49299	26413	5245	11072
1395729429.19	257420	116485	11836	31105	49299	26413	5245	11072
1395729430.19	257420	116485	11836	31105	49299	26413	5245	11072
1395729431.19	257420	116485	11836	31105	49299	26413	5245	11072
1395729432.19	257420	116485	11836	31105	49299	26413	5245	11072
1395729433.2	257420	116485	11836	31105	49299	26413	5245	11072
1395729434.2	257420	116485	11836	31105	49299	26413	5245	11072
1395729435.2	257420	116485	11836	31105	49299	26413	5245	11072
1395729436.2	257420	116485	11836	31105	49299	26413	5245	11072
1395729437.21	257420	116485	11836	31105	49299	26413	5245	11072
1395729438.21	257420	116485	11836	31105	49299	26413	5245	11072
1395729439.21	257420	116485	11836	31105	49299	26413	5245	11072
1395729440.21	257420	116485	11836	31105	49299	26413	5245	11072
1395729441.22	257420	116485	11836	31105	49299	26413	5245	11072
1395729442.22	257420	116485	11836	31105	49299	26413	5245	11072
1395729443.22	257420	116485	11836	31105	49299	26413	5245	11072
1395729444.22	257420	116485	11836	31105	49299	26413	5245	11072
