Time,john,thomas,vaidy
00:15:25, 40, 41, 37
00:15:26, 27, 40, 47
00:15:27, 40, 23, 48
00:15:28, 54, 26, 54
00:15:29, 51, 26, 50
00:15:30, 64, 48, 38
00:15:31, 53, 57, 40
00:15:32, 54, 54, 35
00:15:33, 47, 60, 51
00:15:34, 37, 60, 66
00:15:35, 35, 66, 57
00:15:36, 26, 77, 66
00:15:37, 29, 74, 60
00:15:38, 35, 63, 48
00:15:39, 34, 61, 53
00:15:40, 23, 56, 51
00:15:41, 14, 34, 37
00:15:42, 8, 30, 47
00:15:43, 17, 34, 48
00:15:44, 30, 29, 51
00:15:45, 38, 50, 57
00:15:46, 48, 53, 57
00:15:47, 37, 47, 50
00:15:48, 34, 53, 44
00:15:49, 30, 53, 50
00:15:50, 27, 56, 47
00:15:51, 38, 57, 50
00:15:52, 38, 56, 48
00:15:53, 60, 50, 43
00:15:54, 77, 47, 40
00:15:55, 81, 40, 48
00:15:56, 87, 41, 57
00:15:57, 74, 48, 60
00:15:58, 47, 51, 67
00:15:59, 51, 63, 70
00:16:00, 56, 57, 61
00:16:01, 57, 57, 61
00:16:02, 69, 53, 44
00:16:03, 54, 40, 43
00:16:04, 37, 54, 47
00:16:05, 43, 48, 41
00:16:06, 37, 48, 54
00:16:07, 40, 61, 54
00:16:08, 53, 51, 57
00:16:09, 41, 54, 57
00:16:10, 41, 57, 44
00:16:11, 44, 53, 48
00:16:12, 47, 54, 51
00:16:13, 57, 67, 57
00:16:14, 75, 78, 66
00:16:15, 69, 75, 60
00:16:16, 67, 70, 51
00:16:17, 53, 60, 26
00:16:18, 44, 44, 34
00:16:19, 37, 48, 40
00:16:20, 41, 54, 41
00:16:21, 50, 51, 69
00:16:22, 50, 44, 43
00:16:23, 54, 44, 35
00:16:24, 41, 37, 26
00:16:25, 41, 30, 17
00:16:26, 40, 44, 37
00:16:27, 44, 44, 35
00:16:28, 53, 50, 29
00:16:29, 57, 63, 41
00:16:30, 57, 74, 43
00:16:31, 44, 64, 38
00:16:32, 41, 67, 57
00:16:33, 40, 53, 35
00:16:34, 38, 37, 40
00:16:35, 48, 41, 41
00:16:36, 47, 38, 27
00:16:37, 35, 40, 60
