Time, PoorSignal, Attention, Meditation
16:28:33, 0, 57, 37
16:28:34, 0, 78, 27
16:28:36, 0, 69, 27
16:28:37, 0, 67, 50
16:28:39, 0, 75, 54
16:28:40, 0, 67, 64
16:28:42, 0, 60, 74
16:28:43, 0, 66, 70
16:28:45, 0, 61, 64
16:28:46, 0, 64, 50
16:28:48, 0, 67, 54
16:28:49, 0, 51, 51
16:28:51, 0, 37, 56
16:28:52, 0, 24, 56
16:28:54, 0, 38, 34
16:28:55, 0, 40, 26
16:28:57, 0, 56, 17
16:28:58, 0, 64, 38
16:29:00, 0, 60, 48
16:29:01, 0, 67, 63
16:29:03, 0, 64, 78
16:29:04, 0, 53, 78
16:29:06, 0, 54, 81
16:29:07, 0, 60, 77
16:29:09, 0, 61, 60
16:29:10, 0, 75, 54
16:29:12, 0, 66, 53
16:29:13, 0, 54, 50
16:29:14, 0, 53, 69
16:29:16, 0, 53, 64
16:29:17, 0, 51, 64
16:29:19, 0, 56, 75
16:29:20, 0, 56, 74
16:29:22, 0, 54, 74
16:29:23, 0, 50, 74
16:29:25, 0, 50, 63
16:29:26, 0, 48, 64
16:29:28, 0, 38, 81
16:29:29, 0, 50, 77
16:29:31, 0, 48, 78
16:29:32, 0, 54, 74
16:29:34, 0, 64, 66
16:29:35, 0, 63, 75
16:29:37, 0, 67, 84
16:29:38, 0, 67, 81
16:29:40, 0, 80, 70
16:29:41, 0, 70, 69
16:29:43, 0, 78, 40
16:29:44, 0, 70, 37
16:29:46, 0, 56, 37
16:29:47, 0, 70, 35
16:29:49, 0, 67, 53
16:29:50, 0, 61, 67
16:29:52, 0, 51, 61
16:29:53, 0, 48, 61
16:29:55, 0, 43, 70
16:29:56, 0, 51, 61
16:29:58, 0, 53, 50
16:29:59, 0, 47, 63
16:30:01, 0, 41, 53
16:30:02, 0, 43, 44
16:30:04, 0, 53, 67
16:30:05, 0, 57, 40
16:30:07, 0, 56, 34
16:30:08, 0, 64, 41
16:30:10, 0, 63, 43
16:30:11, 0, 63, 53
16:30:13, 0, 69, 75
16:30:14, 0, 53, 81
16:30:16, 0, 57, 83
16:30:17, 0, 57, 84
16:30:19, 0, 69, 75
16:30:20, 0, 66, 69
16:30:22, 0, 60, 69
16:30:23, 0, 48, 69
16:30:25, 0, 51, 61
16:30:26, 0, 61, 64
16:30:28, 0, 66, 61
16:30:29, 0, 83, 69
16:30:31, 0, 80, 80
16:30:32, 0, 84, 78
16:30:34, 0, 88, 77
16:30:35, 0, 83, 70
16:30:37, 0, 74, 69
16:30:38, 0, 78, 64
16:30:40, 0, 77, 67
16:30:41, 0, 54, 56
16:30:43, 0, 48, 50
16:30:44, 0, 30, 61
16:30:46, 0, 26, 63
16:30:47, 0, 43, 83
16:30:49, 0, 30, 84
16:30:50, 0, 30, 74
16:30:52, 0, 24, 77
16:30:53, 0, 27, 51
16:30:55, 0, 43, 54
16:30:56, 0, 51, 57
16:30:58, 0, 60, 54
16:30:59, 0, 67, 69
16:31:01, 0, 78, 63
16:31:02, 0, 77, 70
16:31:04, 0, 77, 75
16:31:05, 0, 75, 77
16:31:07, 0, 56, 90
16:31:08, 0, 67, 64
16:31:10, 0, 47, 41
16:31:11, 0, 38, 43
16:31:12, 0, 48, 41
16:31:14, 0, 29, 56
16:31:15, 0, 60, 69
16:31:17, 0, 61, 67
16:31:18, 0, 57, 64
16:31:20, 0, 61, 74
16:31:21, 0, 43, 77
16:31:23, 0, 35, 78
16:31:24, 0, 44, 81
16:31:26, 0, 48, 67
16:31:27, 0, 47, 64
16:31:29, 0, 50, 56
16:31:30, 0, 38, 48
16:31:32, 0, 26, 51
16:31:33, 0, 21, 41
16:31:35, 0, 27, 43
16:31:36, 0, 29, 48
16:31:38, 0, 29, 47
16:31:39, 0, 34, 54
16:31:41, 0, 26, 66
16:31:42, 0, 24, 78
16:31:44, 0, 29, 90
16:31:45, 0, 34, 90
16:31:47, 0, 48, 87
16:31:48, 0, 51, 77
16:31:50, 0, 50, 57
16:31:51, 0, 63, 60
16:31:53, 0, 57, 60
16:31:54, 0, 48, 40
16:31:56, 0, 40, 44
16:31:57, 0, 35, 35
16:31:59, 0, 37, 41
16:32:00, 0, 60, 60
16:32:02, 0, 66, 61
16:32:03, 0, 63, 75
16:32:05, 0, 64, 67
16:32:06, 0, 37, 60
16:32:08, 0, 29, 63
16:32:09, 0, 34, 56
16:32:11, 0, 30, 48
16:32:12, 0, 44, 66
16:32:14, 0, 57, 69
16:32:15, 0, 50, 63
16:32:17, 0, 53, 70
16:32:18, 0, 56, 67
16:32:20, 0, 60, 61
16:32:21, 0, 57, 51
16:32:23, 0, 34, 57
16:32:24, 0, 38, 44
16:32:26, 0, 27, 63
16:32:27, 0, 37, 80
16:32:29, 0, 57, 80
16:32:30, 0, 61, 93
16:32:32, 0, 63, 81
16:32:33, 0, 66, 78
16:32:35, 0, 67, 67
16:32:36, 0, 56, 78
16:32:38, 0, 57, 81
16:32:39, 0, 61, 87
16:32:41, 0, 50, 87
16:32:42, 0, 60, 67
16:32:44, 0, 66, 66
16:32:45, 0, 57, 67
16:32:47, 0, 74, 61
16:32:48, 0, 69, 53
16:32:50, 0, 64, 57
16:32:51, 0, 60, 48
16:32:53, 0, 48, 51
16:32:54, 0, 35, 54
16:32:56, 0, 35, 50
16:32:57, 0, 41, 56
16:32:59, 0, 35, 60
16:33:00, 0, 48, 66
16:33:01, 0, 44, 63
