Time,john,thomas,vaidy
00:15:23, 20, 37, 35
00:15:24, 24, 38, 37
00:15:25, 37, 43, 54
00:15:26, 44, 50, 60
00:15:27, 40, 50, 64
00:15:28, 37, 61, 57
00:15:29, 27, 67, 53
00:15:30, 17, 67, 53
00:15:31, 27, 67, 50
00:15:32, 34, 64, 57
00:15:33, 34, 66, 57
00:15:34, 35, 67, 64
00:15:35, 40, 75, 63
00:15:36, 48, 84, 50
00:15:37, 61, 74, 61
00:15:38, 67, 69, 48
00:15:39, 74, 64, 50
00:15:40, 77, 47, 57
00:15:41, 69, 56, 54
00:15:42, 64, 67, 67
00:15:43, 61, 67, 75
00:15:44, 51, 77, 66
00:15:45, 37, 66, 60
00:15:46, 44, 43, 51
00:15:47, 34, 54, 53
00:15:48, 26, 66, 60
00:15:49, 21, 66, 60
00:15:50, 10, 93, 64
00:15:51, 20, 84, 43
00:15:52, 24, 81, 51
00:15:53, 43, 80, 54
00:15:54, 54, 57, 63
00:15:55, 48, 56, 90
00:15:56, 44, 57, 84
00:15:57, 41, 64, 78
00:15:58, 27, 64, 57
00:15:59, 23, 66, 53
00:16:00, 29, 53, 64
00:16:01, 26, 47, 77
00:16:02, 30, 51, 81
00:16:03, 44, 51, 81
00:16:04, 41, 54, 80
00:16:05, 44, 53, 77
00:16:06, 51, 41, 83
00:16:07, 53, 30, 90
00:16:08, 64, 37, 84
00:16:09, 64, 26, 83
00:16:10, 60, 38, 90
00:16:11, 47, 44, 66
00:16:12, 29, 43, 63
00:16:13, 34, 61, 53
00:16:14, 30, 57, 26
00:16:15, 44, 56, 40
00:16:16, 48, 54, 50
00:16:17, 44, 53, 56
00:16:18, 41, 57, 66
00:16:19, 34, 56, 64
00:16:20, 41, 63, 60
00:16:21, 43, 64, 64
00:16:22, 47, 61, 60
00:16:23, 48, 67, 60
00:16:24, 50, 74, 63
00:16:25, 44, 61, 61
00:16:26, 35, 66, 84
00:16:27, 34, 67, 90
00:16:28, 40, 51, 81
00:16:29, 34, 67, 78
00:16:30, 43, 66, 69
00:16:31, 41, 54, 53
00:16:32, 29, 77, 61
00:16:33, 37, 75, 74
00:16:34, 35, 74, 67
00:16:35, 34, 83, 84
00:16:36, 27, 67, 69
00:16:37, 35, 60, 53
