1395713085.59	257420	116485	11836	31105	49299	26413	5245	11072
1395713086.6	257420	116485	11836	31105	49299	26413	5245	11072
1395713087.6	257420	116485	11836	31105	49299	26413	5245	11072
1395713088.6	257420	116485	11836	31105	49299	26413	5245	11072
1395713089.6	257420	116485	11836	31105	49299	26413	5245	11072
1395713090.6	257420	116485	11836	31105	49299	26413	5245	11072
1395713091.61	257420	116485	11836	31105	49299	26413	5245	11072
1395713092.61	257420	116485	11836	31105	49299	26413	5245	11072
1395713093.61	257420	116485	11836	31105	49299	26413	5245	11072
1395713094.61	257420	116485	11836	31105	49299	26413	5245	11072
1395713095.62	257420	116485	11836	31105	49299	26413	5245	11072
1395713096.62	257420	116485	11836	31105	49299	26413	5245	11072
1395713097.62	257420	116485	11836	31105	49299	26413	5245	11072
1395713098.62	257420	116485	11836	31105	49299	26413	5245	11072
1395713099.62	257420	116485	11836	31105	49299	26413	5245	11072
1395713100.63	257420	116485	11836	31105	49299	26413	5245	11072
1395713101.63	257420	116485	11836	31105	49299	26413	5245	11072
1395713102.63	257420	116485	11836	31105	49299	26413	5245	11072
1395713103.63	257420	116485	11836	31105	49299	26413	5245	11072
1395713104.63	257420	116485	11836	31105	49299	26413	5245	11072
