Apr 15, 2014 17:06:34	66	75	0
Apr 15, 2014 17:06:35	57	77	0
Apr 15, 2014 17:06:36	50	77	0
Apr 15, 2014 17:06:37	66	81	0
Apr 15, 2014 17:06:38	44	67	0
Apr 15, 2014 17:06:39	60	57	0
Apr 15, 2014 17:06:40	44	70	0
Apr 15, 2014 17:06:41	37	67	0
Apr 15, 2014 17:06:42	53	78	0
Apr 15, 2014 17:06:44	53	83	0
Apr 15, 2014 17:06:45	57	74	0
Apr 15, 2014 17:06:46	57	81	0
Apr 15, 2014 17:06:47	67	88	0
Apr 15, 2014 17:06:48	56	94	0
Apr 15, 2014 17:06:49	69	90	0
Apr 15, 2014 17:06:50	57	90	0
Apr 15, 2014 17:06:51	53	77	0
Apr 15, 2014 17:06:52	57	77	0
Apr 15, 2014 17:06:53	37	67	0
Apr 15, 2014 17:06:54	44	70	0
Apr 15, 2014 17:06:55	24	56	0
Apr 15, 2014 17:06:56	43	63	0
Apr 15, 2014 17:06:57	30	48	0
Apr 15, 2014 17:06:58	47	51	0
Apr 15, 2014 17:06:59	75	60	0
Apr 15, 2014 17:07:00	67	53	0
Apr 15, 2014 17:07:01	81	66	0
Apr 15, 2014 17:07:02	61	57	0
Apr 15, 2014 17:07:03	38	56	0
Apr 15, 2014 17:07:04	35	57	0
Apr 15, 2014 17:07:05	21	61	0
Apr 15, 2014 17:07:06	23	70	0
Apr 15, 2014 17:07:07	23	70	0
Apr 15, 2014 17:07:08	13	56	0
Apr 15, 2014 17:07:09	11	35	0
Apr 15, 2014 17:07:10	21	48	0
Apr 15, 2014 17:07:11	24	44	0
Apr 15, 2014 17:07:12	38	66	0
Apr 15, 2014 17:07:13	57	81	0
Apr 15, 2014 17:07:15	51	64	0
Apr 15, 2014 17:07:16	44	88	0
Apr 15, 2014 17:07:17	48	90	0
Apr 15, 2014 17:07:18	38	96	0
Apr 15, 2014 17:07:19	34	100	0
Apr 15, 2014 17:07:20	43	93	0
Apr 15, 2014 17:07:21	37	80	0
Apr 15, 2014 17:07:22	37	67	0
Apr 15, 2014 17:07:23	26	69	0
Apr 15, 2014 17:07:24	37	66	0
Apr 15, 2014 17:07:25	34	75	0
Apr 15, 2014 17:07:26	40	78	0
Apr 15, 2014 17:07:27	57	81	0
Apr 15, 2014 17:07:28	60	84	0
Apr 15, 2014 17:07:29	60	74	0
Apr 15, 2014 17:07:30	70	66	0
Apr 15, 2014 17:07:31	64	77	0
Apr 15, 2014 17:07:32	74	81	0
Apr 15, 2014 17:07:33	75	93	0
Apr 15, 2014 17:07:34	64	100	0
Apr 15, 2014 17:07:35	57	100	0
Apr 15, 2014 17:07:36	48	100	0
Apr 15, 2014 17:07:37	47	87	0
Apr 15, 2014 17:07:38	48	69	0
Apr 15, 2014 17:07:39	40	48	0
Apr 15, 2014 17:07:40	37	27	0
Apr 15, 2014 17:07:41	35	48	0
Apr 15, 2014 17:07:42	34	57	0
Apr 15, 2014 17:07:43	51	75	0
Apr 15, 2014 17:07:45	50	94	0
Apr 15, 2014 17:07:46	53	87	0
Apr 15, 2014 17:07:47	54	83	0
Apr 15, 2014 17:07:48	40	77	0
Apr 15, 2014 17:07:49	44	74	0
Apr 15, 2014 17:07:50	47	67	0
Apr 15, 2014 17:07:51	51	60	0
Apr 15, 2014 17:07:52	51	60	0
Apr 15, 2014 17:07:53	34	66	0
Apr 15, 2014 17:07:54	38	78	0
Apr 15, 2014 17:07:55	44	83	0
Apr 15, 2014 17:07:56	57	83	0
Apr 15, 2014 17:07:57	69	84	0
Apr 15, 2014 17:07:58	48	80	0
Apr 15, 2014 17:07:59	48	77	0
Apr 15, 2014 17:08:00	30	83	0
Apr 15, 2014 17:08:01	21	78	0
Apr 15, 2014 17:08:02	30	77	0
Apr 15, 2014 17:08:03	17	88	0
Apr 15, 2014 17:08:04	20	84	0
Apr 15, 2014 17:08:05	37	94	0
Apr 15, 2014 17:08:06	53	96	0
Apr 15, 2014 17:08:07	57	77	0
Apr 15, 2014 17:08:08	54	74	0
Apr 15, 2014 17:08:09	47	57	0
Apr 15, 2014 17:08:10	29	57	0
Apr 15, 2014 17:08:11	50	66	0
Apr 15, 2014 17:08:12	37	51	0
Apr 15, 2014 17:08:13	37	60	0
Apr 15, 2014 17:08:14	41	48	0
Apr 15, 2014 17:08:15	50	47	0
Apr 15, 2014 17:08:17	50	23	0
Apr 15, 2014 17:08:18	50	30	0
Apr 15, 2014 17:08:19	41	24	0
Apr 15, 2014 17:08:20	38	21	0
Apr 15, 2014 17:08:21	48	35	0
Apr 15, 2014 17:08:22	30	23	0
Apr 15, 2014 17:08:23	51	40	0
Apr 15, 2014 17:08:24	53	50	0
Apr 15, 2014 17:08:25	40	50	0
Apr 15, 2014 17:08:26	51	77	0
Apr 15, 2014 17:08:27	37	64	0
Apr 15, 2014 17:08:28	23	66	0
Apr 15, 2014 17:08:29	26	80	0
Apr 15, 2014 17:08:30	30	63	0
Apr 15, 2014 17:08:31	50	63	0
Apr 15, 2014 17:08:32	47	60	0
Apr 15, 2014 17:08:33	48	57	0
Apr 15, 2014 17:08:34	48	66	0
Apr 15, 2014 17:08:35	23	66	0
Apr 15, 2014 17:08:36	51	70	0
Apr 15, 2014 17:08:37	56	64	0
Apr 15, 2014 17:08:38	53	67	0
Apr 15, 2014 17:08:39	56	67	0
Apr 15, 2014 17:08:40	48	51	0
Apr 15, 2014 17:08:41	38	56	0
Apr 15, 2014 17:08:42	48	54	0
Apr 15, 2014 17:08:43	35	61	0
Apr 15, 2014 17:08:44	37	61	0
Apr 15, 2014 17:08:45	40	66	0
Apr 15, 2014 17:08:47	24	60	0
Apr 15, 2014 17:08:48	43	69	0
Apr 15, 2014 17:08:49	41	51	0
Apr 15, 2014 17:08:50	38	66	0
Apr 15, 2014 17:08:51	51	74	0
Apr 15, 2014 17:08:52	43	78	0
Apr 15, 2014 17:08:53	38	88	0
Apr 15, 2014 17:08:54	34	67	0
Apr 15, 2014 17:08:55	29	66	0
Apr 15, 2014 17:08:56	27	53	0
Apr 15, 2014 17:08:57	41	53	0
Apr 15, 2014 17:08:58	47	69	0
Apr 15, 2014 17:08:59	41	70	0
Apr 15, 2014 17:09:00	44	83	0
Apr 15, 2014 17:09:01	41	90	0
Apr 15, 2014 17:09:02	56	78	0
Apr 15, 2014 17:09:03	60	80	0
Apr 15, 2014 17:09:04	66	70	0
Apr 15, 2014 17:09:05	56	75	0
Apr 15, 2014 17:09:06	48	83	0
Apr 15, 2014 17:09:07	48	83	0
Apr 15, 2014 17:09:08	40	96	0
Apr 15, 2014 17:09:09	48	100	0
Apr 15, 2014 17:09:10	34	90	0
Apr 15, 2014 17:09:11	48	87	0
Apr 15, 2014 17:09:12	47	88	0
Apr 15, 2014 17:09:13	37	74	0
Apr 15, 2014 17:09:14	43	67	0
Apr 15, 2014 17:09:15	38	63	0
Apr 15, 2014 17:09:16	37	57	0
Apr 15, 2014 17:09:18	48	57	0
Apr 15, 2014 17:09:19	51	67	0
Apr 15, 2014 17:09:20	37	87	0
Apr 15, 2014 17:09:21	51	74	0
Apr 15, 2014 17:09:22	43	90	0
Apr 15, 2014 17:09:23	26	77	0
Apr 15, 2014 17:09:24	30	61	0
Apr 15, 2014 17:09:25	20	75	0
Apr 15, 2014 17:09:26	24	60	0
Apr 15, 2014 17:09:27	24	60	0
Apr 15, 2014 17:09:28	27	61	0
Apr 15, 2014 17:09:29	34	53	0
Apr 15, 2014 17:09:30	27	61	0
Apr 15, 2014 17:09:31	29	67	0
Apr 15, 2014 17:09:32	27	64	0
Apr 15, 2014 17:09:33	34	67	0
Apr 15, 2014 17:09:34	35	53	0
Apr 15, 2014 17:09:35	51	50	0
Apr 15, 2014 17:09:36	64	47	0
Apr 15, 2014 17:09:37	63	56	0
Apr 15, 2014 17:09:38	53	60	0
Apr 15, 2014 17:09:39	47	66	0
Apr 15, 2014 17:09:40	50	66	0
Apr 15, 2014 17:09:41	48	64	0
Apr 15, 2014 17:09:42	50	64	0
Apr 15, 2014 17:09:43	50	50	0
Apr 15, 2014 17:09:44	61	30	0
Apr 15, 2014 17:09:45	57	26	0
Apr 15, 2014 17:09:46	63	26	0
Apr 15, 2014 17:09:47	63	47	0
Apr 15, 2014 17:09:49	54	63	0
Apr 15, 2014 17:09:50	61	70	0
Apr 15, 2014 17:09:51	54	74	0
Apr 15, 2014 17:09:52	44	54	0
Apr 15, 2014 17:09:53	43	54	0
Apr 15, 2014 17:09:54	43	51	0
Apr 15, 2014 17:09:55	57	48	0
Apr 15, 2014 17:09:56	63	44	0
Apr 15, 2014 17:09:57	57	48	0
Apr 15, 2014 17:09:58	61	51	0
Apr 15, 2014 17:09:59	56	56	0
Apr 15, 2014 17:10:00	66	63	0
Apr 15, 2014 17:10:01	66	70	0
Apr 15, 2014 17:10:02	60	75	0
Apr 15, 2014 17:10:03	56	69	0
Apr 15, 2014 17:10:04	57	67	0
Apr 15, 2014 17:10:05	47	60	0
Apr 15, 2014 17:10:06	43	64	0
Apr 15, 2014 17:10:07	35	74	0
Apr 15, 2014 17:10:08	38	77	0
Apr 15, 2014 17:10:09	37	77	0
Apr 15, 2014 17:10:10	48	75	0
Apr 15, 2014 17:10:11	29	56	0
Apr 15, 2014 17:10:12	34	56	0
Apr 15, 2014 17:10:13	43	44	0
Apr 15, 2014 17:10:14	40	37	0
Apr 15, 2014 17:10:15	56	48	0
Apr 15, 2014 17:10:16	63	50	0
Apr 15, 2014 17:10:17	44	40	0
Apr 15, 2014 17:10:18	38	41	0
Apr 15, 2014 17:10:20	47	50	0
Apr 15, 2014 17:10:21	41	41	0
Apr 15, 2014 17:10:22	57	60	0
Apr 15, 2014 17:10:23	56	67	0
Apr 15, 2014 17:10:24	41	47	0
Apr 15, 2014 17:10:25	44	44	0
Apr 15, 2014 17:10:26	50	43	0
Apr 15, 2014 17:10:27	50	43	0
Apr 15, 2014 17:10:28	54	44	0
Apr 15, 2014 17:10:29	53	47	0
Apr 15, 2014 17:10:30	48	38	0
Apr 15, 2014 17:10:31	43	41	0
Apr 15, 2014 17:10:32	43	43	0
Apr 15, 2014 17:10:33	53	43	0
Apr 15, 2014 17:10:34	51	37	0
Apr 15, 2014 17:10:35	56	30	0
Apr 15, 2014 17:10:36	75	35	0
Apr 15, 2014 17:10:37	70	35	0
Apr 15, 2014 17:10:38	80	48	0
Apr 15, 2014 17:10:39	83	51	0
Apr 15, 2014 17:10:40	78	61	0
Apr 15, 2014 17:10:41	74	67	0
Apr 15, 2014 17:10:42	61	56	0
Apr 15, 2014 17:10:43	51	54	0
Apr 15, 2014 17:10:44	38	48	0
Apr 15, 2014 17:10:45	35	43	0
Apr 15, 2014 17:10:46	35	43	0
Apr 15, 2014 17:10:47	35	56	0
Apr 15, 2014 17:10:48	43	57	0
Apr 15, 2014 17:10:49	56	63	0
Apr 15, 2014 17:10:51	60	44	0
Apr 15, 2014 17:10:52	70	51	0
Apr 15, 2014 17:10:53	74	48	0
Apr 15, 2014 17:10:54	60	38	0
Apr 15, 2014 17:10:55	63	40	0
Apr 15, 2014 17:10:56	50	26	0
Apr 15, 2014 17:10:57	53	35	0
Apr 15, 2014 17:10:58	57	51	0
Apr 15, 2014 17:10:59	40	43	0
Apr 15, 2014 17:11:00	56	38	0
Apr 15, 2014 17:11:01	50	24	0
Apr 15, 2014 17:11:02	63	37	0
Apr 15, 2014 17:11:03	48	30	0
Apr 15, 2014 17:11:04	41	47	0
Apr 15, 2014 17:11:05	47	57	0
Apr 15, 2014 17:11:06	47	66	0
Apr 15, 2014 17:11:07	41	51	0
Apr 15, 2014 17:11:08	50	50	0
Apr 15, 2014 17:11:09	50	40	0
Apr 15, 2014 17:11:10	48	35	0
Apr 15, 2014 17:11:11	47	60	0
Apr 15, 2014 17:11:12	43	60	0
Apr 15, 2014 17:11:13	38	56	0
Apr 15, 2014 17:11:14	37	47	0
Apr 15, 2014 17:11:15	43	41	0
Apr 15, 2014 17:11:16	38	43	0
Apr 15, 2014 17:11:17	48	51	0
Apr 15, 2014 17:11:18	48	61	0
Apr 15, 2014 17:11:19	51	69	0
Apr 15, 2014 17:11:20	54	75	0
Apr 15, 2014 17:11:22	44	70	0
Apr 15, 2014 17:11:23	56	67	0
Apr 15, 2014 17:11:24	51	57	0
Apr 15, 2014 17:11:25	43	47	0
Apr 15, 2014 17:11:26	56	41	0
Apr 15, 2014 17:11:27	34	30	0
Apr 15, 2014 17:11:28	43	34	0
Apr 15, 2014 17:11:29	43	37	0
Apr 15, 2014 17:11:30	56	44	0
Apr 15, 2014 17:11:31	57	43	0
Apr 15, 2014 17:11:32	64	41	0
Apr 15, 2014 17:11:33	54	35	0
Apr 15, 2014 17:11:34	51	35	0
Apr 15, 2014 17:11:35	50	44	0
Apr 15, 2014 17:11:36	47	50	0
Apr 15, 2014 17:11:37	48	57	0
Apr 15, 2014 17:11:38	50	61	0
Apr 15, 2014 17:11:39	41	56	0
Apr 15, 2014 17:11:40	34	50	0
Apr 15, 2014 17:11:41	35	29	0
Apr 15, 2014 17:11:42	35	21	0
Apr 15, 2014 17:11:43	48	21	0
Apr 15, 2014 17:11:44	60	34	0
Apr 15, 2014 17:11:45	61	56	0
Apr 15, 2014 17:11:46	54	67	0
Apr 15, 2014 17:11:47	54	66	0
Apr 15, 2014 17:11:48	56	56	0
Apr 15, 2014 17:11:49	57	51	0
Apr 15, 2014 17:11:50	70	53	0
Apr 15, 2014 17:11:51	66	56	0
Apr 15, 2014 17:11:52	51	51	0
Apr 15, 2014 17:11:54	47	51	0
Apr 15, 2014 17:11:55	48	38	0
Apr 15, 2014 17:11:56	61	41	0
Apr 15, 2014 17:11:57	60	54	0
Apr 15, 2014 17:11:58	44	56	0
Apr 15, 2014 17:11:59	48	54	0
Apr 15, 2014 17:12:00	43	47	0
Apr 15, 2014 17:12:01	48	24	0
Apr 15, 2014 17:12:02	63	30	0
Apr 15, 2014 17:12:03	50	41	0
Apr 15, 2014 17:12:04	51	51	0
Apr 15, 2014 17:12:05	54	66	0
Apr 15, 2014 17:12:06	50	66	0
Apr 15, 2014 17:12:07	67	67	0
Apr 15, 2014 17:12:08	75	69	0
Apr 15, 2014 17:12:09	61	70	0
Apr 15, 2014 17:12:10	60	81	0
Apr 15, 2014 17:12:11	54	83	0
Apr 15, 2014 17:12:12	47	64	0
Apr 15, 2014 17:12:13	51	67	0
Apr 15, 2014 17:12:14	44	56	0
Apr 15, 2014 17:12:15	40	38	0
Apr 15, 2014 17:12:16	37	54	0
Apr 15, 2014 17:12:17	38	54	0
Apr 15, 2014 17:12:18	51	60	0
Apr 15, 2014 17:12:19	47	78	0
Apr 15, 2014 17:12:20	47	70	0
Apr 15, 2014 17:12:21	26	53	0
Apr 15, 2014 17:12:22	29	29	0
Apr 15, 2014 17:12:23	43	41	0
Apr 15, 2014 17:12:25	57	51	0
Apr 15, 2014 17:12:26	57	67	0
Apr 15, 2014 17:12:27	53	81	0
Apr 15, 2014 17:12:28	34	75	0
Apr 15, 2014 17:12:29	37	83	0
Apr 15, 2014 17:12:30	37	84	0
Apr 15, 2014 17:12:31	35	84	0
Apr 15, 2014 17:12:32	51	83	0
Apr 15, 2014 17:12:33	67	77	0
Apr 15, 2014 17:12:34	70	67	0
Apr 15, 2014 17:12:35	69	53	0
Apr 15, 2014 17:12:36	67	56	0
Apr 15, 2014 17:12:37	56	61	0
Apr 15, 2014 17:12:38	67	56	0
Apr 15, 2014 17:12:39	90	60	0
Apr 15, 2014 17:12:40	83	63	0
Apr 15, 2014 17:12:41	80	64	0
Apr 15, 2014 17:12:42	67	70	0
Apr 15, 2014 17:12:43	51	75	0
Apr 15, 2014 17:12:44	57	69	0
Apr 15, 2014 17:12:45	57	54	0
Apr 15, 2014 17:12:46	60	44	0
Apr 15, 2014 17:12:47	61	48	0
Apr 15, 2014 17:12:48	57	51	0
Apr 15, 2014 17:12:49	54	63	0
Apr 15, 2014 17:12:50	60	69	0
Apr 15, 2014 17:12:51	63	63	0
Apr 15, 2014 17:12:52	67	48	0
Apr 15, 2014 17:12:53	66	54	0
Apr 15, 2014 17:12:54	57	44	0
Apr 15, 2014 17:12:56	56	60	0
Apr 15, 2014 17:12:57	53	80	0
Apr 15, 2014 17:12:58	48	88	0
Apr 15, 2014 17:12:59	51	91	0
Apr 15, 2014 17:13:00	43	88	0
Apr 15, 2014 17:13:01	51	66	0
Apr 15, 2014 17:13:02	53	69	0
Apr 15, 2014 17:13:03	56	64	0
Apr 15, 2014 17:13:04	61	64	0
