Mar 25, 2014 23:53:09	4347	6699	5041	6750	6623	6360	3305	18117
Mar 25, 2014 23:53:10	284995	212261	46141	50668	7522	7134	17060	25951
Mar 25, 2014 23:53:11	277273	92456	21011	28444	14966	22395	12274	9094
Mar 25, 2014 23:53:12	18769	27931	26124	17707	12920	13601	6985	7007
Mar 25, 2014 23:53:13	111025	12387	9738	2664	2779	1058	598	376
Mar 25, 2014 23:53:14	170245	177670	26937	17719	9177	18639	25237	9740
Mar 25, 2014 23:53:15	1507487	710656	169517	52718	36919	21892	17254	21263
Mar 25, 2014 23:53:16	294596	23965	10678	3350	11985	2628	1882	1823
Mar 25, 2014 23:53:17	1443308	60785	21489	31551	15322	12272	12809	10729
Mar 25, 2014 23:53:18	33083	13003	12530	5774	7947	6993	5049	10419
Mar 25, 2014 23:53:19	181364	32315	8312	10992	11765	14444	6720	3302
Mar 25, 2014 23:53:20	10785	4237	5649	17302	6791	4087	7663	2098
Mar 25, 2014 23:53:21	228035	16620	4993	2722	8120	3603	1744	785
Mar 25, 2014 23:53:22	242300	331825	49093	25160	4632	18246	11801	8271
Mar 25, 2014 23:53:23	1205250	58251	28634	13312	18784	5689	4796	1815
Mar 25, 2014 23:53:24	19651	12682	844	6682	2764	5228	4378	5650
Mar 25, 2014 23:53:25	382191	31383	22659	5962	2961	6772	2860	2722
Mar 25, 2014 23:53:26	42041	12849	5531	4388	1792	882	1884	1852
Mar 25, 2014 23:53:27	215745	37147	18914	10799	1819	2490	4412	3768
Mar 25, 2014 23:53:28	344894	53917	11292	13580	4120	9662	7403	6523
Mar 25, 2014 23:53:29	14356	18440	8951	7288	5175	7303	5881	6179
Mar 25, 2014 23:53:30	545241	128975	32611	39946	19075	9040	5552	8196
Mar 25, 2014 23:53:31	73226	17791	18568	7009	2260	9402	5059	6065
Mar 25, 2014 23:53:32	160016	425882	33362	16435	13208	19818	15717	15897
Mar 25, 2014 23:53:33	1619826	87170	26783	25837	3737	23231	11965	7740
Mar 25, 2014 23:53:34	258887	14425	2577	3926	1633	2736	1018	2030
Mar 25, 2014 23:53:35	36804	84102	24580	36341	21837	17611	11776	9857
Mar 25, 2014 23:53:36	108696	108513	32124	71586	19673	16762	7251	6140
Mar 25, 2014 23:53:37	24278	78141	8943	28441	16269	10562	14606	4172
Mar 25, 2014 23:53:38	405876	54074	14250	15488	22244	23275	15025	3946
Mar 25, 2014 23:53:39	316731	10822	10928	3131	15445	9320	1584	1413
Mar 25, 2014 23:53:40	23545	17038	15933	8699	18226	12729	8980	9350
Mar 25, 2014 23:53:42	101771	15950	11368	7657	2953	3521	1364	574
Mar 25, 2014 23:53:43	356562	23766	13423	7023	11377	7113	3606	3112
Mar 25, 2014 23:53:44	292497	31360	3052	3144	19304	11057	3409	5238
Mar 25, 2014 23:53:45	342696	94807	89622	35373	45019	11976	6792	2602
Mar 25, 2014 23:53:46	52177	24323	15209	8109	8124	4885	2138	6485
Mar 25, 2014 23:53:47	3899	8021	8192	10107	6551	6586	2001	2645
Mar 25, 2014 23:53:48	6144	6232	6441	12337	3521	3646	2514	2297
Mar 25, 2014 23:53:49	366653	28668	21516	18721	2766	12600	3892	1785
Mar 25, 2014 23:53:50	76546	18058	4225	3491	9619	7549	3597	3560
Mar 25, 2014 23:53:51	928813	52744	26084	21308	7047	2819	2620	790
Mar 25, 2014 23:53:52	74316	29974	14522	29023	29482	9516	5396	4973
Mar 25, 2014 23:53:53	565885	151444	13539	16053	13308	14540	6924	3791
Mar 25, 2014 23:53:54	403385	68266	27695	26852	8280	10699	7601	4686
Mar 25, 2014 23:53:55	165860	36446	59790	48702	31349	11782	2803	3287
Mar 25, 2014 23:53:56	845403	100255	52310	7914	28352	15423	7134	3453
Mar 25, 2014 23:53:57	69069	32127	13631	4022	2133	8089	2886	3743
Mar 25, 2014 23:53:58	50294	30336	4572	2429	11304	5642	1096	1153
Mar 25, 2014 23:53:59	23677	30536	19760	10896	8990	7376	9911	8198
Mar 25, 2014 23:54:00	2668	4683	2067	15889	15012	6255	5200	4197
Mar 25, 2014 23:54:01	240562	36191	3614	5008	3199	1372	1185	1030
Mar 25, 2014 23:54:02	484258	53633	17743	28537	22932	3840	2358	557
Mar 25, 2014 23:54:03	98487	28344	12872	9105	8507	3333	765	664
Mar 25, 2014 23:54:04	39247	2060	34292	2624	15766	6544	3082	1663
Mar 25, 2014 23:54:05	106847	25772	5363	3980	4623	3018	1109	594
Mar 25, 2014 23:54:06	229522	29709	7741	8770	31380	10416	5226	2177
Mar 25, 2014 23:54:07	19231	18832	13888	6980	5668	11227	4060	3444
Mar 25, 2014 23:54:08	257501	13677	556	1430	2058	373	402	399
Mar 25, 2014 23:54:09	245320	53531	15520	22299	10764	1882	1014	751
Mar 25, 2014 23:54:10	1085479	111201	25556	11895	12728	4406	4721	2299
Mar 25, 2014 23:54:11	10736	32206	4011	14286	12778	10143	7518	5522
Mar 25, 2014 23:54:13	427693	53446	61942	28663	17051	11014	4950	4916
