1395712841.03	257420	116485	11836	31105	49299	26413	5245	11072
1395712842.03	257420	116485	11836	31105	49299	26413	5245	11072
1395712843.04	257420	116485	11836	31105	49299	26413	5245	11072
1395712844.05	257420	116485	11836	31105	49299	26413	5245	11072
1395712845.05	257420	116485	11836	31105	49299	26413	5245	11072
1395712846.06	257420	116485	11836	31105	49299	26413	5245	11072
1395712847.06	257420	116485	11836	31105	49299	26413	5245	11072
1395712848.07	257420	116485	11836	31105	49299	26413	5245	11072
1395712849.08	257420	116485	11836	31105	49299	26413	5245	11072
1395712850.08	257420	116485	11836	31105	49299	26413	5245	11072
1395712851.09	257420	116485	11836	31105	49299	26413	5245	11072
1395712852.1	257420	116485	11836	31105	49299	26413	5245	11072
1395712853.1	257420	116485	11836	31105	49299	26413	5245	11072
1395712854.1	257420	116485	11836	31105	49299	26413	5245	11072
1395712855.11	257420	116485	11836	31105	49299	26413	5245	11072
1395712856.11	257420	116485	11836	31105	49299	26413	5245	11072
1395712857.12	257420	116485	11836	31105	49299	26413	5245	11072
1395712858.13	257420	116485	11836	31105	49299	26413	5245	11072
1395712859.18	257420	116485	11836	31105	49299	26413	5245	11072
1395712860.18	257420	116485	11836	31105	49299	26413	5245	11072
1395712861.19	257420	116485	11836	31105	49299	26413	5245	11072
