00:00:00	4652141.0	1044870.68428	194138.374736	614969.787408	1284315.04576	1238840.60984	1291348.70455	571712.218504	1375461.30546	723890.578108	1188098.67423	303933.440798	267050.539389	417472.967595	1635724.76753	1044869.87733	1548678.52556	485528.949532	501820.976497	1340866.23785	338468.613117	1172342.18458	789681.408766	519454.387239	494099.126286	331753.711482	389101.097071	549884.948634	563712.940751	1014819.83368	374985.530331	181158.710364	1478171.93034	541130.321032	19512.3240018	1258157.83058	919572.254447	153220.132608	559296.203742	740608.939708	776083.928765	292014.543887	355420.300252	492001.173234	25521.045889	945190.59262	924566.118184	837814.075318	89772.0268951
00:00:01	6352454.0	2123418.88832	1872931.80152	3223285.08385	1106961.92589	1902076.68423	1087818.45006	1775727.93044	1107219.61747	240693.180887	1574530.46404	808454.049415	856228.081439	664277.865587	501660.02998	1719756.72411	712234.342948	1807304.76892	1640916.72506	509511.234807	1102316.06038	700531.512057	941188.606326	501490.831154	1093181.92367	1547599.54774	737594.869462	513822.030017	451793.989054	1287066.01772	461236.909987	152048.533562	112666.016387	551940.3882	803892.588589	203598.427522	809645.400017	619442.70012	649253.63903	548871.434502	1590086.78482	160638.572083	617755.158309	645818.504991	444716.002103	633582.400807	250909.701088	509698.094993	187547.320569
00:00:02	5696788.0	853120.485629	847998.121018	960028.774752	2065652.07673	767764.828113	797044.381235	1153321.76448	549972.405923	218052.592468	1565174.42295	526930.813018	504184.397259	185541.520553	1593310.96548	224864.433176	902122.077236	199422.596684	1132294.29636	1035832.79282	1302857.15748	413339.701569	716745.606807	40148.552896	1079616.07474	781099.435411	716521.876592	426793.311838	744662.293506	1793572.48319	249773.862607	876030.971559	720962.091012	44140.2366527	2126405.28365	1163191.27238	655462.669856	729110.739624	1307887.9521	376215.124922	1006618.25515	474428.85742	240300.349277	780068.434645	640690.715879	392506.309342	616431.639964	162158.437192	1048878.47496
00:00:03	5108931.0	1067719.21465	1540233.67312	1643629.45028	1048110.22225	2798628.69228	881204.828495	1834747.70993	572974.104311	638765.997329	767244.205755	1025540.40784	421104.648236	699590.818798	1345562.0307	464855.527878	143042.172655	584232.017527	892086.977364	957042.067988	575734.242745	694762.814233	558893.749585	805689.428689	198619.083572	677166.171096	1324533.75047	879121.831145	809559.859252	348170.746466	979037.508733	1553528.00371	557854.451501	1100816.68639	1036008.66796	903467.39026	1109283.71427	395748.790483	482904.599329	489506.532538	242433.585675	436962.378683	858559.389271	770127.88413	363929.76388	1759232.13268	568646.845981	1007450.3496	608422.083182
00:00:04	5304946.0	1882208.69209	1727906.50712	1325764.78496	113347.944131	972421.565117	151501.640697	1766419.8209	776709.883241	162305.370105	927590.886367	819365.16733	1571910.68974	1787629.04173	740266.760196	1020865.02033	364502.663843	579055.840047	941069.180071	883390.282047	1102447.02195	678287.784905	362820.433173	304089.002813	1073877.14095	902631.855099	1326330.80166	707224.48302	116469.174343	1185852.27148	563075.653021	778223.80788	418532.39372	1590568.7198	299652.216583	378161.209935	1311104.22917	621598.48177	1134286.7797	249090.004494	326818.733193	549665.97874	849985.355885	60131.0991386	307689.326667	338039.688673	761705.203367	469608.624808	195583.356052
00:00:05	6089015.0	3319485.31336	4320842.64207	3302918.78225	2948933.48081	1746490.47418	1160228.79867	867903.948601	1106492.06138	420342.623049	1255878.89277	245323.709865	981080.186709	971197.747279	197942.63771	517933.61221	395175.126431	539076.240515	498564.123381	561842.436614	350144.871559	883615.264716	458313.681905	595111.840162	506076.278399	781718.407079	544825.323256	456884.017731	262363.440286	1152140.51283	694979.965076	275021.1641	218252.760998	511592.910692	922536.508699	182001.019407	328412.825007	1000217.47752	268101.248452	278906.448676	228357.201771	452993.215739	714440.872682	648383.291344	161248.971796	720287.764263	234165.126252	118807.181606	577440.311976
00:00:06	2693960.0	376046.150086	1128901.22608	1118262.22212	400446.506575	850033.099825	139409.004011	386247.619964	1127387.80309	128775.224892	705346.739412	684237.878907	417303.364293	811730.074673	593911.345759	841907.239119	545238.58203	426285.694402	564523.225239	822515.632599	297452.985367	782588.900129	93173.894475	542452.015296	1054161.02775	601274.007058	738703.158219	1129934.48546	195592.997514	899734.22961	781145.910343	686307.855543	707686.652752	481304.944349	1182553.77613	378727.237923	588633.741772	785651.075937	1063188.05673	1076329.35557	838791.710315	616540.49724	638903.065625	772106.734137	406913.614396	147681.065599	300728.099654	262873.458902	284691.862038
00:00:07	4847674.0	728127.325691	1528760.52764	1340124.35655	1421093.58338	1756047.42973	1495508.53086	822825.895448	1400207.10691	600525.435583	766040.042352	1599067.98792	993610.805034	1282133.21937	770414.26321	1349547.7096	498713.825894	530865.441033	502782.801914	1327552.7752	544885.286582	1292939.09979	640777.606965	1193196.11526	1124111.26602	595206.940082	552885.975301	215372.131166	828772.27358	614566.405028	666619.06121	747167.961883	1220334.72713	779382.354284	1712799.91574	105684.265617	597645.486504	1124346.63169	347141.352637	363424.426502	824045.065418	1014746.85424	130270.932714	490576.685826	494388.878421	346477.730617	864585.898034	993146.81011	806274.723842
00:00:08	2954507.0	573664.526348	795013.3322	653931.007828	1131101.33518	99462.1143387	961130.769478	1392787.7846	522418.661784	292445.203007	576336.291734	647958.703187	594891.792632	1076664.88847	907473.02702	917226.033081	446192.509546	1002985.04599	344155.585129	922458.786043	707080.707882	186492.348803	810487.791281	244513.212715	567620.102267	923494.953922	523473.808889	1178930.33449	191954.097884	409155.23308	221054.841914	1358187.94583	439274.381456	772392.696233	323346.477403	465072.107579	673169.525267	315412.812095	438510.381476	938676.39778	882753.840828	213576.291284	420501.660866	144914.53629	838582.465707	500388.489865	443028.556336	351395.944955	207699.054482
00:00:09	7257256.0	4635572.77716	4378952.78177	3331099.23551	1918527.9136	1575414.394	899678.788499	1186624.77215	1706974.61819	865369.256431	384730.589677	1074101.96028	654543.173086	105768.406399	379366.806419	1758304.3603	882827.507821	482330.163	717442.111108	999708.2987	277290.659709	1287404.98554	420988.461466	694719.842901	395777.638465	743654.546	616156.738173	831663.390196	766956.612426	786616.762012	506887.475045	646095.574441	435392.92349	502144.586701	381549.157713	140656.744932	817719.337572	295788.761874	408927.788006	168553.422208	731042.701964	357704.817872	216385.445139	556546.233985	351203.300211	406421.983033	810278.044161	646642.361782	562591.273622
00:00:10	3809517.0	1836002.42308	1222502.21162	2422472.2934	1776311.26659	1024097.96954	603107.112705	1264596.92612	484497.160723	66148.5510656	641109.369176	470852.670858	270674.505755	562053.441146	351831.969145	396496.152505	475628.262796	623446.434176	658593.072136	955112.388084	397167.463668	447799.110633	1294605.31384	523017.89868	773967.026651	253535.923442	425823.368032	1270842.47457	341801.044511	1050729.55518	1128116.64996	404420.876289	1151693.528	696287.557625	632119.553077	905344.298425	628841.295353	526126.900817	1265701.63959	600805.091427	354062.592886	834126.329065	515204.972097	662600.820189	793348.753925	1099155.88127	258081.584931	801867.562718	652412.961379
00:00:11	4585746.0	1524549.94237	1217721.15201	1124729.44491	707426.820297	566957.189208	490124.594371	653856.362901	256157.328673	864688.855445	481636.290606	1341435.7772	1232467.0029	1167769.67349	203717.513589	531033.939132	563551.94473	292756.316058	1259353.8123	806258.203726	697384.535249	1239254.68596	659707.458722	595630.741678	1055935.92307	457714.500715	482571.382179	1455754.36061	98336.7822906	347084.147149	1184676.9886	349336.901496	1318384.12417	1408698.55531	234821.390795	549247.811105	818491.243984	343318.735667	384328.68041	1027786.70892	1114766.91731	853912.41318	680756.348676	526297.511126	369784.31047	908571.201408	694720.853926	1025372.0316	1550063.99951
00:00:13	3673389.0	630905.170558	1059614.92669	1217754.12272	1049841.4933	1032449.97552	1769999.23275	1023043.96311	692692.731131	589977.916876	803166.517606	742024.769811	935555.339497	828581.135716	826980.642728	1098604.70894	1016343.36886	324093.10864	1611033.66857	490888.883569	733945.424003	949871.458215	689286.275709	304974.921923	184151.436335	208103.337035	319250.351605	393159.799822	157620.547322	328137.659775	446452.354062	281802.687852	756745.962804	803218.623221	358324.512708	347411.176987	962374.250652	550154.568003	657976.341423	331081.739011	647512.586285	449669.017175	265431.453892	636308.241439	518670.468485	680230.117705	364393.538061	683965.045233	814647.681488
00:00:14	5957699.0	3520206.391	4696154.63136	2861455.03691	2957253.84689	1551605.90203	898915.648573	273081.3798	518630.886279	1216402.48888	756991.00006	1740599.71503	430689.273131	1466934.10004	671100.314215	473130.536013	765569.763692	186219.196284	718999.059644	476683.407758	738860.090115	95572.565686	392542.837991	627064.592876	483535.464807	1184642.03738	287183.16151	729941.352189	259773.688816	693286.63924	433172.117798	90456.8507685	573660.2894	191399.969146	473446.936362	347688.592381	403991.913631	673774.341199	237096.201583	568765.404743	325269.465712	794273.961849	310382.24832	570748.319542	257112.04354	106079.386091	458955.52354	585272.353052	207450.47832
00:00:15	4324605.0	499049.691859	1724540.13781	856608.04883	915148.540496	646310.856898	635049.813118	1105626.00438	657287.007339	1287470.54676	880960.947622	1481297.03747	608886.477788	804144.343717	298002.886813	411282.680554	279426.765067	623024.049619	392647.937783	327816.246297	506274.953061	522247.569806	375979.449452	1132711.68816	1343501.97748	748728.592645	535579.845766	564341.80138	1152708.93963	1025071.5313	329650.867313	602015.365466	644987.372912	863840.566082	1151347.16831	700265.310656	80796.3416364	132082.674411	516551.742102	442600.611788	508362.864124	455595.351448	1228116.03575	575679.312259	1041499.09011	153453.294043	777810.114453	447399.093829	982229.863848
00:00:16	8698307.0	2034292.73811	5001787.98359	2917907.23549	3553779.4079	817862.890476	1526382.75098	1007521.55383	997427.17687	2664457.49739	127746.893096	1729399.15141	1022910.56239	954266.266759	1071417.76679	806044.180697	1163008.24336	424248.613379	1182056.20338	226342.652202	820903.753999	523440.639312	978050.705083	776127.94398	556983.591996	688818.418535	599487.02324	199861.823313	600717.401533	363124.138288	834908.77014	1241342.34181	538492.34651	438656.584498	488363.287323	311762.204416	119245.179015	285966.20266	230733.597337	1348825.78328	749789.637666	237162.894485	408244.682148	695843.146266	206752.179848	712207.935162	349033.344	78539.5433681	451392.547159
